city,date,predicted_mean_c,predicted_spill_c,strategy,resolved_c,resolved_unit,deviation_c,win_loss,bucket_label
"Wuhan, CN",2026-08-16,31.27,32,modifisert,32.0,C,-0.73,WIN,32.0°C
"Wuhan, CN",2026-08-16,31.4,30,p5,32.0,C,-0.6,LOSS,32.0°C
"Wuhan, CN",2026-08-16,31.4,30,sigma,32.0,C,-0.6,LOSS,32.0°C
"Zhengzhou, CN",2026-08-16,31.1,31,mean,,C,,LOSS,32°C or higher
"Zhengzhou, CN",2026-08-16,31.2,32,modifisert,,C,,WIN,32°C or higher
"Zhengzhou, CN",2026-08-16,31.1,30,p5,,C,,LOSS,32°C or higher
"Zhengzhou, CN",2026-08-16,31.1,30,sigma,,C,,LOSS,32°C or higher
"Amsterdam, NL",2026-08-17,20.8,21,mean,21.0,C,-0.2,WIN,21.0°C
"Amsterdam, NL",2026-08-17,20.35,21,modifisert,21.0,C,-0.65,WIN,21.0°C
"Amsterdam, NL",2026-08-17,20.8,20,p5,21.0,C,-0.2,LOSS,21.0°C
"Amsterdam, NL",2026-08-17,20.8,20,sigma,21.0,C,-0.2,LOSS,21.0°C
"Ankara, TR",2026-08-17,28.7,29,mean,27.0,C,1.7,LOSS,27.0°C
"Ankara, TR",2026-08-17,26.01,27,modifisert,27.0,C,-0.99,WIN,27.0°C
"Ankara, TR",2026-08-17,28.7,27,p5,27.0,C,1.7,WIN,27.0°C
"Ankara, TR",2026-08-17,28.7,28,sigma,27.0,C,1.7,LOSS,27.0°C
"Atlanta, US",2026-08-17,33.2,33,mean,36.94,F,-3.74,LOSS,98-99°F
"Atlanta, US",2026-08-17,36.3,36,modifisert,36.94,F,-0.64,LOSS,98-99°F
"Atlanta, US",2026-08-17,33.2,31,p5,36.94,F,-3.74,LOSS,98-99°F
"Atlanta, US",2026-08-17,33.2,32,sigma,36.94,F,-3.74,LOSS,98-99°F
"Austin, US",2026-08-17,37.7,38,mean,39.17,F,-1.47,LOSS,102-103°F
"Austin, US",2026-08-17,38.79,40,modifisert,39.17,F,-0.38,LOSS,102-103°F
"Austin, US",2026-08-17,37.7,36,p5,39.17,F,-1.47,LOSS,102-103°F
"Austin, US",2026-08-17,37.7,37,sigma,39.17,F,-1.47,LOSS,102-103°F
"Buenos Aires, AR",2026-08-17,12.6,13,mean,15.0,C,-2.4,LOSS,15.0°C
"Buenos Aires, AR",2026-08-17,14.63,15,modifisert,15.0,C,-0.37,WIN,15.0°C
"Buenos Aires, AR",2026-08-17,12.6,11,p5,15.0,C,-2.4,LOSS,15.0°C
"Buenos Aires, AR",2026-08-17,12.6,10,sigma,15.0,C,-2.4,LOSS,15.0°C
"Cape Town, ZA",2026-08-17,18.0,18,mean,17.0,C,1.0,LOSS,17.0°C
"Cape Town, ZA",2026-08-17,18.55,19,modifisert,17.0,C,1.55,LOSS,17.0°C
"Cape Town, ZA",2026-08-17,18.0,17,p5,17.0,C,1.0,WIN,17.0°C
"Cape Town, ZA",2026-08-17,18.0,17,sigma,17.0,C,1.0,WIN,17.0°C
"Chicago, US",2026-08-17,27.2,27,mean,25.83,F,1.37,LOSS,78-79°F
"Chicago, US",2026-08-17,25.53,25,modifisert,25.83,F,-0.3,LOSS,78-79°F
"Chicago, US",2026-08-17,27.2,25,p5,25.83,F,1.37,LOSS,78-79°F
"Chicago, US",2026-08-17,27.2,26,sigma,25.83,F,1.37,WIN,78-79°F
"Dallas, US",2026-08-17,41.0,41,mean,40.28,F,0.72,LOSS,104-105°F
"Dallas, US",2026-08-17,40.33,40,modifisert,40.28,F,0.05,WIN,104-105°F
"Dallas, US",2026-08-17,41.0,40,p5,40.28,F,0.72,WIN,104-105°F
"Dallas, US",2026-08-17,41.0,40,sigma,40.28,F,0.72,WIN,104-105°F
"Denver, US",2026-08-17,31.1,31,mean,33.61,F,-2.51,LOSS,92-93°F
"Denver, US",2026-08-17,32.63,34,modifisert,33.61,F,-0.98,LOSS,92-93°F
"Denver, US",2026-08-17,31.1,29,p5,33.61,F,-2.51,LOSS,92-93°F
"Denver, US",2026-08-17,31.1,30,sigma,33.61,F,-2.51,LOSS,92-93°F
"Helsinki, FI",2026-08-17,18.9,19,mean,22.0,C,-3.1,LOSS,22.0°C
"Helsinki, FI",2026-08-17,20.64,21,modifisert,22.0,C,-1.36,LOSS,22.0°C
"Helsinki, FI",2026-08-17,18.9,17,p5,22.0,C,-3.1,LOSS,22.0°C
"Helsinki, FI",2026-08-17,18.9,18,sigma,22.0,C,-3.1,LOSS,22.0°C
"Houston, US",2026-08-17,36.0,36,mean,35.83,F,0.17,WIN,96-97°F
"Houston, US",2026-08-17,36.43,36,modifisert,35.83,F,0.6,WIN,96-97°F
"Houston, US",2026-08-17,36.0,34,p5,35.83,F,0.17,LOSS,96-97°F
"Houston, US",2026-08-17,36.0,35,sigma,35.83,F,0.17,LOSS,96-97°F
"Istanbul, TR",2026-08-17,28.7,29,mean,25.0,C,3.7,LOSS,25.0°C
"Istanbul, TR",2026-08-17,25.83,26,modifisert,25.0,C,0.83,LOSS,25.0°C
"Istanbul, TR",2026-08-17,28.7,24,p5,25.0,C,3.7,LOSS,25.0°C
"Istanbul, TR",2026-08-17,28.7,26,sigma,25.0,C,3.7,LOSS,25.0°C
"Jeddah, SA",2026-08-17,38.7,39,mean,41.0,C,-2.3,LOSS,41.0°C
"Jeddah, SA",2026-08-17,39.68,40,modifisert,41.0,C,-1.32,LOSS,41.0°C
"Jeddah, SA",2026-08-17,38.7,35,p5,41.0,C,-2.3,LOSS,41.0°C
"Jeddah, SA",2026-08-17,38.7,36,sigma,41.0,C,-2.3,LOSS,41.0°C
"London, UK",2026-08-17,25.1,25,mean,27.0,C,-1.9,LOSS,27.0°C
"London, UK",2026-08-17,26.61,27,modifisert,27.0,C,-0.39,WIN,27.0°C
"London, UK",2026-08-17,25.1,23,p5,27.0,C,-1.9,LOSS,27.0°C
"London, UK",2026-08-17,25.1,24,sigma,27.0,C,-1.9,LOSS,27.0°C
"Los Angeles, US",2026-08-17,28.6,29,mean,24.72,F,3.88,LOSS,76-77°F
"Los Angeles, US",2026-08-17,25.68,25,modifisert,24.72,F,0.96,WIN,76-77°F
"Los Angeles, US",2026-08-17,28.6,24,p5,24.72,F,3.88,LOSS,76-77°F
"Los Angeles, US",2026-08-17,28.6,26,sigma,24.72,F,3.88,LOSS,76-77°F
"Madrid, ES",2026-08-17,38.1,38,mean,38.0,C,0.1,WIN,38.0°C
"Madrid, ES",2026-08-17,36.71,38,modifisert,38.0,C,-1.29,WIN,38.0°C
"Madrid, ES",2026-08-17,38.1,37,p5,38.0,C,0.1,LOSS,38.0°C
"Madrid, ES",2026-08-17,38.1,37,sigma,38.0,C,0.1,LOSS,38.0°C
"Mexico City, MX",2026-08-17,25.9,26,mean,26.0,C,-0.1,WIN,26.0°C
"Mexico City, MX",2026-08-17,26.18,26,modifisert,26.0,C,0.18,WIN,26.0°C
"Mexico City, MX",2026-08-17,25.9,24,p5,26.0,C,-0.1,LOSS,26.0°C
"Mexico City, MX",2026-08-17,25.9,25,sigma,26.0,C,-0.1,LOSS,26.0°C
"Miami, US",2026-08-17,36.5,36,mean,34.72,F,1.78,LOSS,94-95°F
"Miami, US",2026-08-17,34.68,35,modifisert,34.72,F,-0.04,WIN,94-95°F
"Miami, US",2026-08-17,36.5,35,p5,34.72,F,1.78,WIN,94-95°F
"Miami, US",2026-08-17,36.5,35,sigma,34.72,F,1.78,WIN,94-95°F
"Milan, IT",2026-08-17,31.6,32,mean,31.0,C,0.6,LOSS,31.0°C
"Milan, IT",2026-08-17,31.37,32,modifisert,31.0,C,0.37,LOSS,31.0°C
"Milan, IT",2026-08-17,31.6,30,p5,31.0,C,0.6,LOSS,31.0°C
"Milan, IT",2026-08-17,31.6,31,sigma,31.0,C,0.6,WIN,31.0°C
"Moscow, RU",2026-08-17,22.7,23,mean,23.0,C,-0.3,WIN,23.0°C
"Moscow, RU",2026-08-17,22.61,23,modifisert,23.0,C,-0.39,WIN,23.0°C
"Moscow, RU",2026-08-17,22.7,22,p5,23.0,C,-0.3,LOSS,23.0°C
"Moscow, RU",2026-08-17,22.7,22,sigma,23.0,C,-0.3,LOSS,23.0°C
"Munich, DE",2026-08-17,19.6,20,mean,27.0,C,-7.4,LOSS,27.0°C
"Munich, DE",2026-08-17,22.1,24,modifisert,27.0,C,-4.9,LOSS,27.0°C
"Munich, DE",2026-08-17,19.6,17,p5,27.0,C,-7.4,LOSS,27.0°C
"Munich, DE",2026-08-17,19.6,18,sigma,27.0,C,-7.4,LOSS,27.0°C
"New York, US",2026-08-17,28.9,29,mean,26.94,F,1.96,LOSS,80-81°F
"New York, US",2026-08-17,27.07,27,modifisert,26.94,F,0.13,WIN,80-81°F
"New York, US",2026-08-17,28.9,26,p5,26.94,F,1.96,LOSS,80-81°F
"New York, US",2026-08-17,28.9,27,sigma,26.94,F,1.96,WIN,80-81°F
"Panama City, PA",2026-08-17,30.2,30,mean,26.0,C,4.2,LOSS,26.0°C
"Panama City, PA",2026-08-17,28.08,30,modifisert,26.0,C,2.08,LOSS,26.0°C
"Panama City, PA",2026-08-17,30.2,28,p5,26.0,C,4.2,LOSS,26.0°C
"Panama City, PA",2026-08-17,30.2,29,sigma,26.0,C,4.2,LOSS,26.0°C
"Paris, FR",2026-08-17,27.2,27,mean,29.0,C,-1.8,LOSS,29.0°C
"Paris, FR",2026-08-17,29.44,29,modifisert,29.0,C,0.44,WIN,29.0°C
"Paris, FR",2026-08-17,27.2,26,p5,29.0,C,-1.8,LOSS,29.0°C
"Paris, FR",2026-08-17,27.2,26,sigma,29.0,C,-1.8,LOSS,29.0°C
"San Francisco, US",2026-08-17,19.8,20,mean,21.39,F,-1.59,LOSS,70-71°F
"San Francisco, US",2026-08-17,21.44,22,modifisert,21.39,F,0.05,LOSS,70-71°F
"San Francisco, US",2026-08-17,19.8,17,p5,21.39,F,-1.59,LOSS,70-71°F
"San Francisco, US",2026-08-17,19.8,18,sigma,21.39,F,-1.59,LOSS,70-71°F
"Sao Paulo, BR",2026-08-17,29.5,30,mean,29.0,C,0.5,LOSS,29.0°C
"Sao Paulo, BR",2026-08-17,28.7,29,modifisert,29.0,C,-0.3,WIN,29.0°C
"Sao Paulo, BR",2026-08-17,29.5,28,p5,29.0,C,0.5,LOSS,29.0°C
"Sao Paulo, BR",2026-08-17,29.5,28,sigma,29.0,C,0.5,LOSS,29.0°C
"Seattle, US",2026-08-17,25.8,26,mean,25.83,F,-0.03,WIN,78-79°F
"Seattle, US",2026-08-17,25.54,26,modifisert,25.83,F,-0.29,WIN,78-79°F
"Seattle, US",2026-08-17,25.8,24,p5,25.83,F,-0.03,LOSS,78-79°F
"Seattle, US",2026-08-17,25.8,24,sigma,25.83,F,-0.03,LOSS,78-79°F
"Tel Aviv, IL",2026-08-17,32.3,32,mean,31.0,C,1.3,LOSS,31.0°C
"Tel Aviv, IL",2026-08-17,31.63,31,modifisert,31.0,C,0.63,WIN,31.0°C
"Tel Aviv, IL",2026-08-17,32.3,31,p5,31.0,C,1.3,WIN,31.0°C
"Tel Aviv, IL",2026-08-17,32.3,31,sigma,31.0,C,1.3,WIN,31.0°C
"Toronto, CA",2026-08-17,26.4,26,mean,26.0,C,0.4,WIN,26.0°C
"Toronto, CA",2026-08-17,25.91,26,modifisert,26.0,C,-0.09,WIN,26.0°C
"Toronto, CA",2026-08-17,26.4,24,p5,26.0,C,0.4,LOSS,26.0°C
"Toronto, CA",2026-08-17,26.4,25,sigma,26.0,C,0.4,LOSS,26.0°C
"Warsaw, PL",2026-08-17,19.2,19,mean,24.0,C,-4.8,LOSS,24.0°C
"Warsaw, PL",2026-08-17,24.24,24,modifisert,24.0,C,0.24,WIN,24.0°C
"Warsaw, PL",2026-08-17,19.2,18,p5,24.0,C,-4.8,LOSS,24.0°C
"Warsaw, PL",2026-08-17,19.2,18,sigma,24.0,C,-4.8,LOSS,24.0°C
"Wellington, NZ",2026-08-17,9.2,9,mean,10.0,C,-0.8,LOSS,10.0°C
"Wellington, NZ",2026-08-17,8.88,9,modifisert,10.0,C,-1.12,LOSS,10.0°C
"Wellington, NZ",2026-08-17,9.2,8,p5,10.0,C,-0.8,LOSS,10.0°C
"Wellington, NZ",2026-08-17,9.2,8,sigma,10.0,C,-0.8,LOSS,10.0°C
"Amsterdam, NL",2026-08-18,20.8,21,mean,21.0,C,-0.2,WIN,21.0°C
"Amsterdam, NL",2026-08-18,21.0,22,modifisert,21.0,C,0.0,LOSS,21.0°C
"Amsterdam, NL",2026-08-18,20.8,20,p5,21.0,C,-0.2,LOSS,21.0°C
"Amsterdam, NL",2026-08-18,20.8,20,sigma,21.0,C,-0.2,LOSS,21.0°C
"Ankara, TR",2026-08-18,28.7,29,mean,30.0,C,-1.3,LOSS,30.0°C
"Ankara, TR",2026-08-18,29.46,30,modifisert,30.0,C,-0.54,WIN,30.0°C
"Ankara, TR",2026-08-18,28.7,28,p5,30.0,C,-1.3,LOSS,30.0°C
"Ankara, TR",2026-08-18,28.7,28,sigma,30.0,C,-1.3,LOSS,30.0°C
"Atlanta, US",2026-08-18,33.1,33,mean,33.61,F,-0.51,LOSS,92-93°F
"Atlanta, US",2026-08-18,33.2,35,modifisert,33.61,F,-0.41,LOSS,92-93°F
"Atlanta, US",2026-08-18,33.1,32,p5,33.61,F,-0.51,LOSS,92-93°F
"Atlanta, US",2026-08-18,33.1,31,sigma,33.61,F,-0.51,LOSS,92-93°F
"Austin, US",2026-08-18,37.4,37,mean,38.06,F,-0.66,LOSS,100-101°F
"Austin, US",2026-08-18,37.61,39,modifisert,38.06,F,-0.45,LOSS,100-101°F
"Austin, US",2026-08-18,37.4,36,p5,38.06,F,-0.66,LOSS,100-101°F
"Austin, US",2026-08-18,37.4,36,sigma,38.06,F,-0.66,LOSS,100-101°F
"Beijing, CN",2026-08-18,30.9,31,mean,32.0,C,-1.1,LOSS,32.0°C
"Beijing, CN",2026-08-18,31.63,32,modifisert,32.0,C,-0.37,WIN,32.0°C
"Beijing, CN",2026-08-18,30.9,29,p5,32.0,C,-1.1,LOSS,32.0°C
"Beijing, CN",2026-08-18,30.9,30,sigma,32.0,C,-1.1,LOSS,32.0°C
"Buenos Aires, AR",2026-08-18,12.3,12,mean,11.0,C,1.3,LOSS,11.0°C
"Buenos Aires, AR",2026-08-18,12.21,13,modifisert,11.0,C,1.21,LOSS,11.0°C
"Buenos Aires, AR",2026-08-18,12.3,11,p5,11.0,C,1.3,WIN,11.0°C
"Buenos Aires, AR",2026-08-18,12.3,10,sigma,11.0,C,1.3,LOSS,11.0°C
"Busan, KR",2026-08-18,30.7,31,mean,31.0,C,-0.3,WIN,31.0°C
"Busan, KR",2026-08-18,28.9,30,modifisert,31.0,C,-2.1,LOSS,31.0°C
"Busan, KR",2026-08-18,30.7,29,p5,31.0,C,-0.3,LOSS,31.0°C
"Busan, KR",2026-08-18,30.7,29,sigma,31.0,C,-0.3,LOSS,31.0°C
"Cape Town, ZA",2026-08-18,18.0,18,mean,19.0,C,-1.0,LOSS,19.0°C
"Cape Town, ZA",2026-08-18,18.9,19,modifisert,19.0,C,-0.1,WIN,19.0°C
"Cape Town, ZA",2026-08-18,18.0,17,p5,19.0,C,-1.0,LOSS,19.0°C
"Cape Town, ZA",2026-08-18,18.0,17,sigma,19.0,C,-1.0,LOSS,19.0°C
"Chengdu, CN",2026-08-18,26.9,27,mean,23.0,C,3.9,LOSS,23.0°C
"Chengdu, CN",2026-08-18,23.16,24,modifisert,23.0,C,0.16,LOSS,23.0°C
"Chengdu, CN",2026-08-18,26.9,25,p5,23.0,C,3.9,LOSS,23.0°C
"Chengdu, CN",2026-08-18,26.9,26,sigma,23.0,C,3.9,LOSS,23.0°C
"Chicago, US",2026-08-18,27.4,27,mean,25.83,F,1.57,LOSS,78-79°F
"Chicago, US",2026-08-18,27.29,27,modifisert,25.83,F,1.46,LOSS,78-79°F
"Chicago, US",2026-08-18,27.4,26,p5,25.83,F,1.57,WIN,78-79°F
"Chicago, US",2026-08-18,27.4,27,sigma,25.83,F,1.57,LOSS,78-79°F
"Chongqing, CN",2026-08-18,29.1,29,mean,34.0,C,-4.9,LOSS,34.0°C
"Chongqing, CN",2026-08-18,32.8,35,modifisert,34.0,C,-1.2,LOSS,34.0°C
"Chongqing, CN",2026-08-18,29.1,26,p5,34.0,C,-4.9,LOSS,34.0°C
"Chongqing, CN",2026-08-18,29.1,27,sigma,34.0,C,-4.9,LOSS,34.0°C
"Dallas, US",2026-08-18,41.0,41,mean,40.28,F,0.72,LOSS,104-105°F
"Dallas, US",2026-08-18,40.76,40,modifisert,40.28,F,0.48,WIN,104-105°F
"Dallas, US",2026-08-18,41.0,40,p5,40.28,F,0.72,WIN,104-105°F
"Dallas, US",2026-08-18,41.0,40,sigma,40.28,F,0.72,WIN,104-105°F
"Denver, US",2026-08-18,30.3,30,mean,31.39,F,-1.09,LOSS,88-89°F
"Denver, US",2026-08-18,30.42,32,modifisert,31.39,F,-0.97,LOSS,88-89°F
"Denver, US",2026-08-18,30.3,29,p5,31.39,F,-1.09,LOSS,88-89°F
"Denver, US",2026-08-18,30.3,28,sigma,31.39,F,-1.09,LOSS,88-89°F
"Guangzhou, CN",2026-08-18,34.9,35,mean,34.0,C,0.9,LOSS,34.0°C
"Guangzhou, CN",2026-08-18,34.9,37,modifisert,34.0,C,0.9,LOSS,34.0°C
"Guangzhou, CN",2026-08-18,34.9,33,p5,34.0,C,0.9,LOSS,34.0°C
"Guangzhou, CN",2026-08-18,34.9,34,sigma,34.0,C,0.9,WIN,34.0°C
"Helsinki, FI",2026-08-18,18.9,19,mean,20.0,C,-1.1,LOSS,20.0°C
"Helsinki, FI",2026-08-18,19.25,20,modifisert,20.0,C,-0.75,WIN,20.0°C
"Helsinki, FI",2026-08-18,18.9,17,p5,20.0,C,-1.1,LOSS,20.0°C
"Helsinki, FI",2026-08-18,18.9,18,sigma,20.0,C,-1.1,LOSS,20.0°C
"Hong Kong, HK",2026-08-18,31.6,32,mean,32.0,C,-0.4,WIN,32.0°C
"Hong Kong, HK",2026-08-18,30.72,32,modifisert,32.0,C,-1.28,WIN,32.0°C
"Hong Kong, HK",2026-08-18,31.6,30,p5,32.0,C,-0.4,LOSS,32.0°C
"Hong Kong, HK",2026-08-18,31.6,30,sigma,32.0,C,-0.4,LOSS,32.0°C
"Houston, US",2026-08-18,35.3,35,mean,34.72,F,0.58,WIN,94-95°F
"Houston, US",2026-08-18,35.54,35,modifisert,34.72,F,0.82,WIN,94-95°F
"Houston, US",2026-08-18,35.3,34,p5,34.72,F,0.58,LOSS,94-95°F
"Houston, US",2026-08-18,35.3,35,sigma,34.72,F,0.58,WIN,94-95°F
"Istanbul, TR",2026-08-18,28.7,29,mean,32.0,C,-3.3,LOSS,32.0°C
"Istanbul, TR",2026-08-18,29.98,30,modifisert,32.0,C,-2.02,LOSS,32.0°C
"Istanbul, TR",2026-08-18,28.7,24,p5,32.0,C,-3.3,LOSS,32.0°C
"Istanbul, TR",2026-08-18,28.7,26,sigma,32.0,C,-3.3,LOSS,32.0°C
"Jeddah, SA",2026-08-18,38.7,39,mean,38.0,C,0.7,LOSS,38.0°C
"Jeddah, SA",2026-08-18,38.63,39,modifisert,38.0,C,0.63,LOSS,38.0°C
"Jeddah, SA",2026-08-18,38.7,35,p5,38.0,C,0.7,LOSS,38.0°C
"Jeddah, SA",2026-08-18,38.7,36,sigma,38.0,C,0.7,LOSS,38.0°C
"Jinan, CN",2026-08-18,28.9,29,mean,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-18,28.9,28,modifisert,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-18,28.9,26,p5,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-18,28.9,27,sigma,,C,,WIN,26°C or higher
"Karachi, PK",2026-08-18,31.9,32,mean,32.0,C,-0.1,WIN,32.0°C
"Karachi, PK",2026-08-18,32.05,32,modifisert,32.0,C,0.05,WIN,32.0°C
"Karachi, PK",2026-08-18,31.9,30,p5,32.0,C,-0.1,LOSS,32.0°C
"Karachi, PK",2026-08-18,31.9,31,sigma,32.0,C,-0.1,LOSS,32.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,31,mean,33.0,C,-1.9,LOSS,33.0°C
"Kuala Lumpur, MY",2026-08-18,32.34,34,modifisert,33.0,C,-0.66,LOSS,33.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,29,p5,33.0,C,-1.9,LOSS,33.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,30,sigma,33.0,C,-1.9,LOSS,33.0°C
"London, UK",2026-08-18,25.1,25,mean,26.0,C,-0.9,LOSS,26.0°C
"London, UK",2026-08-18,25.14,26,modifisert,26.0,C,-0.86,WIN,26.0°C
"London, UK",2026-08-18,25.1,23,p5,26.0,C,-0.9,LOSS,26.0°C
"London, UK",2026-08-18,25.1,24,sigma,26.0,C,-0.9,LOSS,26.0°C
"Los Angeles, US",2026-08-18,28.9,29,mean,26.94,F,1.96,LOSS,80-81°F
"Los Angeles, US",2026-08-18,27.26,26,modifisert,26.94,F,0.32,LOSS,80-81°F
"Los Angeles, US",2026-08-18,28.9,24,p5,26.94,F,1.96,LOSS,80-81°F
"Los Angeles, US",2026-08-18,28.9,28,sigma,26.94,F,1.96,LOSS,80-81°F
"Lucknow, IN",2026-08-18,33.2,33,mean,31.0,C,2.2,LOSS,31.0°C
"Lucknow, IN",2026-08-18,30.57,31,modifisert,31.0,C,-0.43,WIN,31.0°C
"Lucknow, IN",2026-08-18,33.2,31,p5,31.0,C,2.2,WIN,31.0°C
"Lucknow, IN",2026-08-18,33.2,32,sigma,31.0,C,2.2,LOSS,31.0°C
"Madrid, ES",2026-08-18,38.1,38,mean,39.0,C,-0.9,LOSS,39.0°C
"Madrid, ES",2026-08-18,38.22,39,modifisert,39.0,C,-0.78,WIN,39.0°C
"Madrid, ES",2026-08-18,38.1,37,p5,39.0,C,-0.9,LOSS,39.0°C
"Madrid, ES",2026-08-18,38.1,37,sigma,39.0,C,-0.9,LOSS,39.0°C
"Manila, PH",2026-08-18,28.6,29,mean,29.0,C,-0.4,WIN,29.0°C
"Manila, PH",2026-08-18,27.56,28,modifisert,29.0,C,-1.44,LOSS,29.0°C
"Manila, PH",2026-08-18,28.6,27,p5,29.0,C,-0.4,LOSS,29.0°C
"Manila, PH",2026-08-18,28.6,27,sigma,29.0,C,-0.4,LOSS,29.0°C
"Mexico City, MX",2026-08-18,25.8,26,mean,26.0,C,-0.2,WIN,26.0°C
"Mexico City, MX",2026-08-18,26.16,26,modifisert,26.0,C,0.16,WIN,26.0°C
"Mexico City, MX",2026-08-18,25.8,24,p5,26.0,C,-0.2,LOSS,26.0°C
"Mexico City, MX",2026-08-18,25.8,25,sigma,26.0,C,-0.2,LOSS,26.0°C
"Miami, US",2026-08-18,36.4,36,mean,36.94,F,-0.54,LOSS,98-99°F
"Miami, US",2026-08-18,36.64,37,modifisert,36.94,F,-0.3,WIN,98-99°F
"Miami, US",2026-08-18,36.4,35,p5,36.94,F,-0.54,LOSS,98-99°F
"Miami, US",2026-08-18,36.4,35,sigma,36.94,F,-0.54,LOSS,98-99°F
"Milan, IT",2026-08-18,31.6,32,mean,32.0,C,-0.4,WIN,32.0°C
"Milan, IT",2026-08-18,31.85,32,modifisert,32.0,C,-0.15,WIN,32.0°C
"Milan, IT",2026-08-18,31.6,30,p5,32.0,C,-0.4,LOSS,32.0°C
"Milan, IT",2026-08-18,31.6,31,sigma,32.0,C,-0.4,LOSS,32.0°C
"Moscow, RU",2026-08-18,22.7,23,mean,22.0,C,0.7,LOSS,22.0°C
"Moscow, RU",2026-08-18,22.75,23,modifisert,22.0,C,0.75,LOSS,22.0°C
"Moscow, RU",2026-08-18,22.7,22,p5,22.0,C,0.7,WIN,22.0°C
"Moscow, RU",2026-08-18,22.7,22,sigma,22.0,C,0.7,WIN,22.0°C
"Munich, DE",2026-08-18,19.6,20,mean,20.0,C,-0.4,WIN,20.0°C
"Munich, DE",2026-08-18,20.5,22,modifisert,20.0,C,0.5,LOSS,20.0°C
"Munich, DE",2026-08-18,19.6,17,p5,20.0,C,-0.4,LOSS,20.0°C
"Munich, DE",2026-08-18,19.6,18,sigma,20.0,C,-0.4,LOSS,20.0°C
"New York, US",2026-08-18,29.2,29,mean,29.17,F,0.03,WIN,84-85°F
"New York, US",2026-08-18,29.32,29,modifisert,29.17,F,0.15,WIN,84-85°F
"New York, US",2026-08-18,29.2,27,p5,29.17,F,0.03,LOSS,84-85°F
"New York, US",2026-08-18,29.2,28,sigma,29.17,F,0.03,LOSS,84-85°F
"Panama City, PA",2026-08-18,29.9,30,mean,31.0,C,-1.1,LOSS,31.0°C
"Panama City, PA",2026-08-18,30.17,32,modifisert,31.0,C,-0.83,LOSS,31.0°C
"Panama City, PA",2026-08-18,29.9,28,p5,31.0,C,-1.1,LOSS,31.0°C
"Panama City, PA",2026-08-18,29.9,28,sigma,31.0,C,-1.1,LOSS,31.0°C
"Paris, FR",2026-08-18,27.2,27,mean,27.0,C,0.2,WIN,27.0°C
"Paris, FR",2026-08-18,27.55,28,modifisert,27.0,C,0.55,LOSS,27.0°C
"Paris, FR",2026-08-18,27.2,26,p5,27.0,C,0.2,LOSS,27.0°C
"Paris, FR",2026-08-18,27.2,26,sigma,27.0,C,0.2,LOSS,27.0°C
"Qingdao, CN",2026-08-18,31.0,31,mean,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-18,32.86,34,modifisert,33.0,C,-0.14,LOSS,33.0°C
"Qingdao, CN",2026-08-18,31.0,29,p5,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-18,31.0,30,sigma,33.0,C,-2.0,LOSS,33.0°C
"San Francisco, US",2026-08-18,20.0,20,mean,20.28,F,-0.28,WIN,68-69°F
"San Francisco, US",2026-08-18,20.61,22,modifisert,20.28,F,0.33,LOSS,68-69°F
"San Francisco, US",2026-08-18,20.0,18,p5,20.28,F,-0.28,LOSS,68-69°F
"San Francisco, US",2026-08-18,20.0,17,sigma,20.28,F,-0.28,LOSS,68-69°F
"Sao Paulo, BR",2026-08-18,29.5,30,mean,31.0,C,-1.5,LOSS,31.0°C
"Sao Paulo, BR",2026-08-18,30.45,31,modifisert,31.0,C,-0.55,WIN,31.0°C
"Sao Paulo, BR",2026-08-18,29.5,28,p5,31.0,C,-1.5,LOSS,31.0°C
"Sao Paulo, BR",2026-08-18,29.5,28,sigma,31.0,C,-1.5,LOSS,31.0°C
"Seattle, US",2026-08-18,25.7,26,mean,25.83,F,-0.13,WIN,78-79°F
"Seattle, US",2026-08-18,26.35,27,modifisert,25.83,F,0.52,LOSS,78-79°F
"Seattle, US",2026-08-18,25.7,24,p5,25.83,F,-0.13,LOSS,78-79°F
"Seattle, US",2026-08-18,25.7,23,sigma,25.83,F,-0.13,LOSS,78-79°F
"Seoul (Incheon), KR",2026-08-18,27.9,28,mean,31.0,C,-3.1,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-18,29.34,31,modifisert,31.0,C,-1.66,WIN,31.0°C
"Seoul (Incheon), KR",2026-08-18,27.9,26,p5,31.0,C,-3.1,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-18,27.9,27,sigma,31.0,C,-3.1,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,30,mean,31.0,C,-1.3,LOSS,31.0°C
"Shanghai, CN",2026-08-18,31.1,33,modifisert,31.0,C,0.1,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,28,p5,31.0,C,-1.3,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,29,sigma,31.0,C,-1.3,LOSS,31.0°C
